city,region,bairro,property_type,loteamento,price,bedrooms,bathrooms,house_size,lot_size,sqft_above,sqft_basement,floors,waterfront,view,condition,grade,year_built,year_renovated,zipcode,lat,long
Nova Petrópolis,Serra Gaúcha,Centro,Casa,—,1071182,2,2.0,227,561,227,0,1.0,0,3,3,10,2002,0,95151,-29.36411215025196,-51.09124487944071
Caxias do Sul,Serra Gaúcha,Centro,Terreno,—,1237321,0,0.0,0,787,0,0,0.0,0,0,2,6,2006,0,95016,-29.20533928345556,-51.21314668117831
Porto Alegre,Capital,Mont'Serrat,Condomínio Residencial,—,2185790,3,3.5,221,356,189,32,1.0,0,0,4,12,1998,0,90014,-30.075011470145558,-51.24193680364827
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,591822,1,2.0,75,75,75,0,7.0,0,1,5,8,2006,0,95011,-29.124391528562025,-51.13449095087687
Nova Prata,Serra Gaúcha,Interior,Terreno,Roteiro das Águas,300229,0,0.0,0,2443,0,0,0.0,0,2,2,4,2020,0,95321,-28.758008430321244,-51.628055256137785
Caxias do Sul,Serra Gaúcha,São Pelegrino,Terreno,—,1167143,0,0.0,0,605,0,0,0.0,0,0,2,4,1998,0,95015,-29.213380918083853,-51.15242078196227
Porto Alegre,Capital,Cristal,Terreno,—,2025394,0,0.0,0,1053,0,0,0.0,0,0,3,4,2014,0,90011,-30.057114456659644,-51.181273868678716
Gramado,Serra Gaúcha,Morada da Serra,Terreno,—,3361816,0,0.0,0,854,0,0,0.0,0,2,3,3,1993,0,95676,-29.36388749844412,-50.91705592730158
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,441490,4,3.0,98,466,98,0,1.0,0,0,5,7,1994,0,95151,-29.369802403970496,-51.112986359824326
Bento Gonçalves,Serra Gaúcha,São Bento,Apartamento,—,814636,1,2.0,118,118,118,0,1.0,0,3,5,8,2017,0,95703,-29.131041062525362,-51.55389930251805
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,1275433,1,1.0,156,156,156,0,10.0,0,0,2,6,1981,2004,95014,-29.18171049085401,-51.16174243329802
Nova Prata,Serra Gaúcha,Clivatti,Casa,—,834119,3,1.0,250,664,250,0,3.0,1,4,4,7,2012,0,95320,-28.778414466490666,-51.6473416798905
Caxias do Sul,Serra Gaúcha,Santa Catarina,Condomínio Residencial,—,2080504,2,2.0,223,660,223,0,2.0,0,0,3,9,1976,0,95010,-29.187097446066044,-51.216689366956786
Nova Prata,Serra Gaúcha,Sagrada Família,Casa,—,547144,3,3.0,152,647,152,0,2.0,0,2,4,5,2002,2006,95323,-28.77172445597645,-51.66072318034312
Farroupilha,Serra Gaúcha,Pio X,Casa,—,995414,4,1.0,194,517,194,0,1.0,0,2,3,5,2006,0,95181,-29.22088123504466,-51.31345879917715
Veranópolis,Serra Gaúcha,São Pelegrino,Casa,—,747076,2,3.0,237,532,237,0,2.0,0,2,3,7,1985,0,95336,-28.93155925344832,-51.57385991386122
Porto Alegre,Capital,Petrópolis,Apartamento,—,709418,1,2.0,86,86,86,0,6.0,0,3,2,10,1982,2005,90013,-30.010704545962618,-51.24399896457338
Canela,Serra Gaúcha,Fontes do Ipê,Apartamento,—,966634,2,2.0,69,69,69,0,2.0,0,0,3,10,2016,0,95686,-29.389954343775265,-50.85260609529526
Gramado,Serra Gaúcha,Três Pinheiros,Condomínio Residencial,—,6699340,2,3.5,285,741,285,0,2.0,0,4,5,10,2020,0,95673,-29.393383511300616,-50.880854976516524
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,3669059,2,3.5,206,711,206,0,1.0,0,2,5,9,1973,0,95680,-29.335349411223604,-50.84544476164247
Farroupilha,Serra Gaúcha,Desvio Rizzo,Apartamento,—,751276,3,2.0,126,126,126,0,3.0,0,2,2,10,2001,2018,95186,-29.264692193110097,-51.32968222264624
Vila Flores,Serra Gaúcha,Centro,Casa,—,383816,2,1.5,152,356,152,0,1.0,0,0,4,5,1997,0,95339,-28.87815785474044,-51.64326221674032
Bento Gonçalves,Serra Gaúcha,Charqueadas,Condomínio Residencial,—,2004092,2,2.5,248,789,248,0,2.0,0,4,3,11,1980,0,95701,-29.150905901032175,-51.515270986099786
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,563329,2,1.0,77,77,77,0,4.0,0,3,2,8,1998,0,90013,-30.023563285925018,-51.19012420359369
Caxias do Sul,Serra Gaúcha,Sagrada Família,Apartamento,—,526224,1,2.0,61,61,61,0,1.0,0,3,4,8,1984,0,95013,-29.15710335339861,-51.198619182012784
Canela,Serra Gaúcha,Centro,Condomínio Residencial,—,3256250,4,2.5,196,465,196,0,1.0,0,4,5,11,2022,0,95684,-29.342582928361892,-50.81619816425868
Porto Alegre,Capital,Cristal,Condomínio Residencial,—,1673089,3,3.5,165,620,165,0,1.0,0,0,5,11,1984,2021,90011,-30.06960821781714,-51.19571812043673
Gramado,Serra Gaúcha,Canavial,Condomínio Residencial,—,4093531,4,2.5,158,568,158,0,1.0,1,4,4,9,1978,0,95672,-29.40353354934382,-50.86502298667646
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,639973,1,2.0,86,86,86,0,12.0,0,3,3,7,1991,2012,90019,-30.07102089992178,-51.236273301848435
Veranópolis,Serra Gaúcha,Centro,Terreno,Centro (avulso),132856,0,0.0,0,345,0,0,0.0,0,1,3,3,2012,0,95335,-28.973198100899733,-51.597913694470144
Porto Alegre,Capital,Centro Histórico,Apartamento,—,478965,1,1.0,67,67,67,0,5.0,0,3,3,10,2001,0,90011,-30.005249830267147,-51.2664913530632
Canela,Serra Gaúcha,Reserva da Serra,Comercial,—,3582643,0,1.0,290,404,290,0,2.0,0,2,3,9,2013,2001,95685,-29.397305795246826,-50.83713475086522
Gramado,Serra Gaúcha,Várzea Grande,Casa,—,5606798,3,2.0,274,852,274,0,2.0,0,2,2,7,2023,0,95677,-29.36355607909905,-50.896161670848514
Porto Alegre,Capital,Chácara das Pedras,Apartamento,—,790627,3,1.0,108,108,108,0,5.0,1,2,2,6,1971,0,90015,-30.015628997172808,-51.20032343749419
Caxias do Sul,Serra Gaúcha,Centro,Casa,—,797272,4,3.5,101,594,101,0,1.0,0,4,2,10,2007,2023,95018,-29.118070272351225,-51.15189302219101
Porto Alegre,Capital,Três Figueiras,Apartamento,—,913987,3,1.0,117,117,117,0,12.0,0,1,5,8,2000,0,90010,-30.00253531052123,-51.2333108668713
Nova Petrópolis,Serra Gaúcha,Recanto Suíço,Comercial,—,948470,0,2.0,246,279,246,0,2.0,0,0,3,5,1971,0,95153,-29.34137332205559,-51.133452015713296
Nova Prata,Serra Gaúcha,Santa Cruz,Condomínio Residencial,—,880344,2,3.0,200,689,200,0,2.0,0,2,5,11,1994,0,95323,-28.7573934411138,-51.625154995958965
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Terreno,—,622577,0,0.0,0,392,0,0,0.0,0,2,1,5,1993,0,95014,-29.191989173919364,-51.19355027589406
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,630302,3,1.0,258,360,258,0,2.0,0,1,2,10,1972,0,95340,-28.899884370960855,-51.624875904211336
Garibaldi,Serra Gaúcha,Santa Marta,Casa,—,621883,2,1.0,119,682,119,0,2.0,0,2,3,5,2010,0,95726,-29.30274304314212,-51.50063317503612
Porto Alegre,Capital,Centro Histórico,Apartamento,—,1039349,3,1.0,152,152,152,0,3.0,0,0,5,9,2009,0,90019,-30.017457795712744,-51.17327420981462
Gramado,Serra Gaúcha,Várzea Grande,Apartamento,—,1348168,2,1.0,67,67,67,0,5.0,0,1,2,10,1999,2021,95671,-29.38180478615432,-50.87809199248055
Caxias do Sul,Serra Gaúcha,Centro,Apartamento,—,1485519,2,2.0,170,170,170,0,12.0,0,1,3,8,1979,0,95017,-29.15671680976289,-51.13160818857944
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,267305,0,0.0,0,638,0,0,0.0,0,1,1,4,2000,0,95339,-28.928163310634456,-51.52935590275196
Caxias do Sul,Serra Gaúcha,Santa Catarina,Casa,—,2011704,4,1.0,243,637,243,0,2.0,0,2,2,10,1998,0,95018,-29.1204366233752,-51.14226469166513
Canela,Serra Gaúcha,São José,Condomínio Residencial,—,2904100,2,3.5,150,367,150,0,1.0,0,2,5,10,1979,2016,95682,-29.3294768511277,-50.852318547231526
Bento Gonçalves,Serra Gaúcha,Charqueadas,Casa,—,503396,3,1.5,75,487,2,73,1.0,0,1,3,6,2006,0,95709,-29.174246488769082,-51.472411901138855
Porto Alegre,Capital,Menino Deus,Terreno,—,1511136,0,0.0,0,1013,0,0,0.0,0,1,1,4,2004,0,90017,-30.049365291983793,-51.220036364302665
Caxias do Sul,Serra Gaúcha,Centro,Comercial,—,1166417,0,2.0,153,237,153,0,2.0,0,1,2,6,2009,0,95017,-29.17881414617947,-51.14654257217997
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,1109701,2,1.5,184,371,156,28,3.0,0,4,5,9,1986,0,95708,-29.210648915379576,-51.51500312698828
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Apartamento,—,468794,1,1.0,57,57,57,0,5.0,0,2,3,6,2017,0,95018,-29.15457785764753,-51.15467134705449
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,222947,0,0.0,0,351,0,0,0.0,0,0,3,3,2012,0,95328,-28.780255166408015,-51.63670331804212
Porto Alegre,Capital,Cristal,Apartamento,—,412271,1,2.0,55,55,55,0,10.0,0,2,4,7,1984,0,90011,-30.039389310945193,-51.169139635402956
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Comercial,—,874510,0,1.0,212,274,212,0,1.0,0,1,5,6,1998,2006,95153,-29.357176094757683,-51.158156575617944
Farroupilha,Serra Gaúcha,Desvio Rizzo,Comercial,—,156394,0,2.0,30,90,30,0,1.0,0,0,3,7,2006,0,95184,-29.23075395420106,-51.37308574314908
Canela,Serra Gaúcha,Reserva da Serra,Casa,—,2533116,2,1.0,187,609,123,64,3.0,0,1,5,6,1990,0,95685,-29.373642375225693,-50.80030290199572
Gramado,Serra Gaúcha,Três Pinheiros,Terreno,—,2366790,0,0.0,0,458,0,0,0.0,0,1,1,3,1998,0,95679,-29.41239213979122,-50.82728235754429
Canela,Serra Gaúcha,Reserva da Serra,Apartamento,—,1105110,1,2.0,74,74,74,0,5.0,0,0,5,6,1978,0,95689,-29.359507998657513,-50.81306761758779
Porto Alegre,Capital,Petrópolis,Casa,—,1326133,4,2.0,184,302,184,0,1.0,0,4,4,9,1975,0,90013,-30.007977799716297,-51.20496082847301
Porto Alegre,Capital,Moinhos de Vento,Casa,—,685844,2,1.0,86,611,86,0,2.0,0,2,2,5,1988,2009,90014,-30.07325675020645,-51.17108418258741
Veranópolis,Serra Gaúcha,Medianeira,Casa,—,596983,2,2.0,192,586,192,0,1.0,0,1,2,5,1982,2003,95332,-28.90049041072108,-51.57249855648966
Canela,Serra Gaúcha,Jardim,Condomínio Residencial,—,2732738,3,3.0,152,567,152,0,2.0,0,2,3,12,2015,0,95683,-29.33281742855025,-50.81027092149996
Porto Alegre,Capital,Três Figueiras,Comercial,—,1197913,0,2.0,171,259,171,0,3.0,0,2,4,8,1994,2015,90014,-30.058472699213986,-51.19334361928281
Porto Alegre,Capital,Bela Vista,Casa,—,643706,3,2.0,80,361,80,0,1.0,0,4,2,10,2009,0,90016,-30.001290462497806,-51.177212132685966
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Casa,—,1296466,3,3.0,157,452,92,65,2.0,0,0,5,7,1984,0,95013,-29.187670958939336,-51.22066123185033
Farroupilha,Serra Gaúcha,Pio X,Apartamento,—,455689,1,1.0,76,76,76,0,10.0,0,4,5,10,1994,0,95187,-29.23042592479815,-51.34840015542631
Vila Flores,Serra Gaúcha,Linha Aimoré,Condomínio Residencial,—,849686,3,3.0,253,834,253,0,2.0,0,2,5,11,1985,0,95339,-28.881932843738966,-51.64624543475631
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,555225,2,1.0,72,72,72,0,10.0,0,3,3,9,1970,0,95018,-29.182710471191747,-51.137983973875286
Garibaldi,Serra Gaúcha,Centro,Casa,—,987732,4,1.5,213,662,167,46,1.0,0,3,3,7,1999,2015,95727,-29.234724830267997,-51.51928318371533
Farroupilha,Serra Gaúcha,São Caetano,Comercial,—,360370,0,2.0,73,76,73,0,1.0,0,0,3,5,2012,2003,95189,-29.27100770621939,-51.327959607220556
Vila Flores,Serra Gaúcha,Linha Aimoré,Comercial,—,770931,0,1.0,357,468,357,0,1.0,0,0,5,6,1986,0,95344,-28.894379413956855,-51.56880473891077
Porto Alegre,Capital,Petrópolis,Apartamento,—,1141755,1,2.0,154,154,154,0,3.0,0,4,3,6,2018,2000,90012,-30.071704169718025,-51.223456770167665
Veranópolis,Serra Gaúcha,Femaçã,Terreno,Femaçã médio,300214,0,0.0,0,451,0,0,0.0,0,1,1,5,2002,0,95334,-28.89573537440782,-51.5188621963219
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,730000,0,0.0,0,1721,0,0,0.0,0,1,3,6,2020,0,95335,-28.857170209830507,-51.60085774112402
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Condomínio Residencial,—,2141360,4,2.0,224,494,224,0,2.0,1,1,4,11,1975,2016,95017,-29.188516786596956,-51.15369600490549
Veranópolis,Serra Gaúcha,Femaçã,Condomínio Residencial,—,755259,4,2.0,191,769,191,0,2.0,0,4,3,11,1981,2022,95338,-28.90474318972251,-51.59047936928109
Nova Petrópolis,Serra Gaúcha,Linha Imperial,Apartamento,—,591529,3,1.0,126,126,126,0,7.0,0,0,2,7,1984,0,95151,-29.39214726658085,-51.065233730716095
Nova Petrópolis,Serra Gaúcha,Vila Nova,Casa,—,565351,4,2.5,128,581,128,0,1.0,0,1,3,10,1974,2012,95150,-29.365785902057816,-51.123375263518874
Porto Alegre,Capital,Partenon,Apartamento,—,1182476,1,1.0,161,161,161,0,5.0,0,4,5,6,2023,2000,90019,-30.06158642212815,-51.25087813983835
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,1427616,4,1.0,271,732,271,0,1.0,0,3,2,6,1998,0,95188,-29.256147734586897,-51.36636702201103
Nova Prata,Serra Gaúcha,São Cristóvão,Apartamento,—,315017,1,1.0,97,97,97,0,7.0,0,2,3,10,2008,2013,95323,-28.73819908735392,-51.60528020962935
Vila Flores,Serra Gaúcha,Linha Aimoré,Casa,—,216760,2,1.5,80,546,80,0,1.0,0,3,4,7,1980,0,95342,-28.881823118413113,-51.613789418722924
Veranópolis,Serra Gaúcha,Renovação,Casa,—,882609,3,1.0,294,767,294,0,1.0,0,0,3,8,2009,0,95336,-28.979015080458932,-51.57447837550937
Porto Alegre,Capital,Bela Vista,Casa,—,567962,3,2.5,78,585,7,71,1.0,0,4,2,7,1975,0,90019,-30.046466566853777,-51.249675618690524
Garibaldi,Serra Gaúcha,Bela Vista,Casa,—,841993,4,2.0,165,298,165,0,1.0,0,2,2,9,2019,0,95720,-29.258196461268668,-51.490439733023734
Nova Prata,Serra Gaúcha,Sagrada Família,Condomínio Residencial,—,1281752,3,3.0,272,543,272,0,3.0,0,0,5,12,2023,0,95328,-28.80465391757469,-51.62534466339808
Nova Prata,Serra Gaúcha,Clivatti,Condomínio Residencial,—,1052502,4,3.0,240,792,240,0,2.0,0,2,4,9,1980,0,95321,-28.8048133120752,-51.636199175862586
Canela,Serra Gaúcha,Fontes do Ipê,Condomínio Residencial,—,2734529,2,3.0,142,603,142,0,2.0,0,3,5,9,1989,0,95682,-29.31470332828531,-50.776275808024245
Bento Gonçalves,Serra Gaúcha,São Roque,Condomínio Residencial,—,1455901,4,3.0,196,629,196,0,2.0,0,4,3,12,1975,2013,95702,-29.14046857939379,-51.48934532392519
Porto Alegre,Capital,Boa Vista,Comercial,—,804604,0,1.0,135,150,135,0,2.0,0,1,5,8,2009,0,90011,-30.072866646170944,-51.17671962819883
Garibaldi,Serra Gaúcha,Progresso,Casa,—,959790,2,3.0,209,364,209,0,1.0,0,0,2,7,2022,0,95727,-29.304458621960055,-51.550618493890184
Porto Alegre,Capital,Boa Vista,Condomínio Residencial,—,2638278,4,3.5,299,662,249,50,1.0,0,0,4,8,1988,0,90019,-30.017389472717365,-51.224706701683004
Canela,Serra Gaúcha,Reserva da Serra,Condomínio Residencial,—,3098928,3,2.0,180,651,180,0,2.0,0,3,5,9,2017,2008,95686,-29.35185702650778,-50.83308777081163
Porto Alegre,Capital,Bela Vista,Apartamento,—,1176522,1,1.0,155,155,155,0,8.0,0,1,3,10,1996,0,90018,-30.0391356199824,-51.239712808086495
Porto Alegre,Capital,Cidade Baixa,Condomínio Residencial,—,3317832,4,2.0,328,703,313,15,3.0,0,2,5,11,2020,2023,90010,-30.023671992735945,-51.19442199607817
Farroupilha,Serra Gaúcha,Centro,Terreno,—,1336235,0,0.0,0,1049,0,0,0.0,0,2,3,5,2007,0,95185,-29.264667468707838,-51.37700153064669
Caxias do Sul,Serra Gaúcha,Centro,Condomínio Residencial,—,1919164,2,2.0,206,615,192,14,1.0,0,4,4,9,1979,2009,95015,-29.148957573448097,-51.156266245035624
Veranópolis,Serra Gaúcha,São Pelegrino,Condomínio Residencial,—,1136747,4,2.5,308,815,308,0,2.0,0,4,4,10,1985,0,95339,-28.928990109175793,-51.56907450592176
Nova Prata,Serra Gaúcha,Clivatti,Terreno,Lot. Clivatti I,220687,0,0.0,0,374,0,0,0.0,0,3,3,5,2019,0,95327,-28.83314031502071,-51.65467836020794
Veranópolis,Serra Gaúcha,São Pelegrino,Terreno,Solar Norte,172937,0,0.0,0,394,0,0,0.0,0,1,1,4,2020,0,95339,-28.897782412096053,-51.55421084468568
Garibaldi,Serra Gaúcha,Centro,Casa,—,596088,4,3.0,114,647,114,0,2.0,0,1,5,7,1991,0,95721,-29.300803222652707,-51.484171752926684
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,479348,1,1.0,55,55,55,0,1.0,0,4,2,6,2010,0,95016,-29.136254606347435,-51.13519365546862
Porto Alegre,Capital,Cidade Baixa,Terreno,—,1777456,0,0.0,0,1054,0,0,0.0,0,3,3,5,1994,0,90013,-29.99356776769343,-51.254733772291495
Bento Gonçalves,Serra Gaúcha,Charqueadas,Apartamento,—,1101360,2,1.0,161,161,161,0,3.0,0,0,3,9,1972,0,95709,-29.122527368584887,-51.56129792364634
Farroupilha,Serra Gaúcha,Centro,Casa,—,683899,3,2.0,127,621,127,0,2.0,0,1,3,5,2003,0,95187,-29.208463953583426,-51.32244230561733
Canela,Serra Gaúcha,São José,Casa,—,2176261,2,2.0,165,759,165,0,3.0,0,0,3,6,1995,2016,95684,-29.38506234010102,-50.78828957679285
Nova Petrópolis,Serra Gaúcha,Pinhal Alto,Casa,—,1081379,3,1.0,237,414,237,0,2.0,0,2,4,10,1971,0,95159,-29.41924881620601,-51.11353052864042
Caxias do Sul,Serra Gaúcha,São Pelegrino,Casa,—,1923438,3,3.5,251,826,251,0,1.0,0,4,4,7,1983,0,95012,-29.208910034091232,-51.15616328230834
Gramado,Serra Gaúcha,Centro,Apartamento,—,2429227,3,2.0,112,112,112,0,8.0,0,4,3,9,1973,0,95675,-29.382639993928922,-50.88412346329012
Porto Alegre,Capital,Chácara das Pedras,Terreno,—,1754876,0,0.0,0,1123,0,0,0.0,0,3,2,5,2020,0,90016,-30.0836384182472,-51.21968117860591
Caxias do Sul,Serra Gaúcha,Santa Catarina,Apartamento,—,931982,2,1.0,114,114,114,0,3.0,0,3,2,8,1977,0,95015,-29.200578148897826,-51.22193956918423
Nova Prata,Serra Gaúcha,Santa Cruz,Comercial,—,349564,0,2.0,126,157,126,0,1.0,0,1,3,9,1987,0,95327,-28.745459147253925,-51.62748509044381
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,1187500,3,1.0,195,726,195,0,1.0,0,3,2,8,2013,0,95706,-29.20135990714846,-51.48086497653936
Caxias do Sul,Serra Gaúcha,Santa Catarina,Condomínio Residencial,—,1907197,2,2.0,174,440,174,0,3.0,0,4,3,8,1977,0,95015,-29.177138037075903,-51.20466647932826
Caxias do Sul,Serra Gaúcha,Sanvitto,Apartamento,—,1024605,2,1.0,126,126,126,0,12.0,0,4,4,6,2013,0,95013,-29.145259548964738,-51.19177273483139
Veranópolis,Serra Gaúcha,Renovação,Apartamento,—,388385,2,2.0,143,143,143,0,5.0,0,4,2,9,1980,2006,95335,-28.9677865948414,-51.60649513753396
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Condomínio Residencial,—,3138240,2,3.5,334,881,334,0,1.0,0,1,3,10,2004,2023,95010,-29.158085125709828,-51.1742632037846
Nova Prata,Serra Gaúcha,Santa Cruz,Casa,—,748779,3,3.5,211,685,211,0,2.0,0,1,3,5,2006,0,95325,-28.76506784172009,-51.632296286284976
Porto Alegre,Capital,Boa Vista,Apartamento,—,481539,3,1.0,71,71,71,0,4.0,0,4,5,10,1982,0,90011,-30.062311204193964,-51.18955301457626
Vila Flores,Serra Gaúcha,Centro,Terreno,Florescer Parque Residencial,298000,0,0.0,0,480,0,0,0.0,0,2,3,6,2019,0,95335,-28.874274058079607,-51.610384515189295
Nova Prata,Serra Gaúcha,Sagrada Família,Casa,—,524903,3,2.5,160,463,120,40,1.0,0,3,2,10,1989,2008,95322,-28.765653117151118,-51.615836149922316
Veranópolis,Serra Gaúcha,Medianeira,Casa,—,523040,2,2.5,170,600,170,0,2.0,0,0,5,10,2015,0,95336,-28.933189815897332,-51.589553305778495
Porto Alegre,Capital,Três Figueiras,Apartamento,—,797187,1,1.0,103,103,103,0,4.0,0,2,2,10,1981,0,90018,-30.019360216753878,-51.258661773056055
Nova Prata,Serra Gaúcha,Clivatti,Casa,—,831645,4,1.5,232,367,232,0,2.0,0,2,3,8,1972,0,95323,-28.73540648469993,-51.65286314222559
Caxias do Sul,Serra Gaúcha,Exposição,Casa,—,1757336,3,1.0,218,534,218,0,2.0,0,4,2,7,2010,0,95018,-29.20951679070357,-51.13018004588274
Canela,Serra Gaúcha,Fontes do Ipê,Condomínio Residencial,—,5564487,4,2.0,287,614,287,0,1.0,0,3,5,12,2007,0,95685,-29.361484169079837,-50.78873096349549
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,932237,2,2.0,114,114,114,0,12.0,0,0,3,7,2000,0,95018,-29.172928381572074,-51.19242443174341
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,794633,1,1.0,114,114,114,0,7.0,0,3,4,7,1971,0,90012,-30.01436856433771,-51.1968744900469
Canela,Serra Gaúcha,Centro,Apartamento,—,2541615,1,1.0,175,175,175,0,10.0,0,3,5,8,2014,0,95684,-29.370909032333365,-50.82804943214042
Porto Alegre,Capital,Cristal,Casa,—,1671852,2,2.0,200,453,200,0,2.0,0,4,2,7,2012,2013,90012,-29.993667475024605,-51.187565691840064
Caxias do Sul,Serra Gaúcha,Desvio Rizzo,Casa,—,936942,3,3.5,112,257,112,0,1.0,0,4,4,5,2007,2003,95017,-29.16777243343109,-51.20559633402685
Veranópolis,Serra Gaúcha,Femaçã,Casa,—,253515,3,3.5,80,255,80,0,1.0,0,3,3,6,2011,0,95336,-28.963669809536736,-51.59520062238627
Veranópolis,Serra Gaúcha,São Pelegrino,Terreno,Solar Norte,199852,0,0.0,0,443,0,0,0.0,0,1,2,5,2010,0,95333,-28.9177518202598,-51.518470136178955
Veranópolis,Serra Gaúcha,Medianeira,Terreno,Medianeira,237423,0,0.0,0,594,0,0,0.0,0,3,2,6,1997,0,95335,-28.95375315582437,-51.557507835304044
Nova Prata,Serra Gaúcha,Clivatti,Comercial,—,225347,0,2.0,80,133,80,0,1.0,0,1,4,7,2001,0,95321,-28.766898250314274,-51.59514059429961
Gramado,Serra Gaúcha,Canavial,Apartamento,—,3617676,2,1.0,177,177,177,0,5.0,0,3,3,7,1977,0,95676,-29.360641187778313,-50.918692944726125
Garibaldi,Serra Gaúcha,Bela Vista,Comercial,—,1181321,0,1.0,332,348,332,0,3.0,0,2,2,8,1970,0,95728,-29.246957616239257,-51.57920139159343
Gramado,Serra Gaúcha,Canavial,Casa,—,4917710,2,3.0,246,774,246,0,1.0,0,4,5,10,2006,0,95677,-29.425741866930704,-50.91168428510786
Porto Alegre,Capital,Chácara das Pedras,Comercial,—,2111823,0,1.0,383,468,383,0,2.0,0,2,4,5,1996,2013,90012,-30.028436728696764,-51.205961011954265
Canela,Serra Gaúcha,Reserva da Serra,Casa,—,3259188,2,1.5,210,669,155,55,1.0,0,1,4,9,2011,0,95681,-29.333800973066694,-50.838825704647576
Porto Alegre,Capital,Cidade Baixa,Comercial,—,435405,0,2.0,63,100,63,0,1.0,0,0,4,5,2018,0,90015,-29.98480009160317,-51.26299677617716
Porto Alegre,Capital,Moinhos de Vento,Apartamento,—,1058273,1,1.0,130,130,130,0,7.0,0,2,4,8,1990,2008,90011,-30.040778869953257,-51.21326241043044
Vila Flores,Serra Gaúcha,Bairro Alto,Casa,—,700093,2,2.5,281,522,281,0,2.0,0,3,3,5,1991,0,95338,-28.878293902744417,-51.565749892328455
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,1117088,3,2.0,153,153,153,0,7.0,0,4,4,8,1975,0,95013,-29.141538094607828,-51.1959292181209
Nova Prata,Serra Gaúcha,Frizon,Apartamento,—,167340,1,1.0,51,51,51,0,3.0,0,2,3,7,1970,2000,95324,-28.832040396840753,-51.62307321224514
Bento Gonçalves,Serra Gaúcha,Fátima,Casa,—,829126,3,3.5,137,420,137,0,2.0,0,1,4,6,1976,0,95700,-29.124678737602302,-51.540586489838795
Farroupilha,Serra Gaúcha,Desvio Rizzo,Casa,—,472820,4,1.0,78,287,56,22,2.0,0,1,3,6,1993,0,95188,-29.175998854971123,-51.36563035619405
Porto Alegre,Capital,Chácara das Pedras,Casa,—,1948141,4,3.5,238,730,238,0,2.0,0,0,5,10,2012,0,90011,-30.02692528881673,-51.20283097954781
Porto Alegre,Capital,Partenon,Apartamento,—,1234613,2,2.0,169,169,169,0,1.0,0,2,4,7,2014,0,90013,-30.078583125099417,-51.18964798840475
Caxias do Sul,Serra Gaúcha,Marechal Floriano,Apartamento,—,338574,1,2.0,45,45,45,0,1.0,0,1,5,10,1989,0,95013,-29.131604345166455,-51.21187146204757
Gramado,Serra Gaúcha,Mato Queimado,Condomínio Residencial,—,6990896,3,2.0,285,503,285,0,2.0,0,0,3,11,1983,0,95670,-29.424163622670072,-50.91991145229744
Porto Alegre,Capital,Cidade Baixa,Comercial,—,1488046,0,1.0,221,309,221,0,1.0,0,0,5,5,1986,0,90016,-29.991096926088954,-51.193925763674294
Bento Gonçalves,Serra Gaúcha,São Bento,Casa,—,1685669,2,3.0,274,489,274,0,2.0,0,4,2,9,1999,0,95700,-29.141337246072673,-51.468816670962205
Porto Alegre,Capital,Três Figueiras,Casa,—,1821815,4,2.5,247,470,247,0,2.0,1,4,4,5,1986,2014,90017,-29.985940342415926,-51.19394393081999
Veranópolis,Serra Gaúcha,São Pelegrino,Terreno,Solar Norte,187280,0,0.0,0,447,0,0,0.0,0,1,3,3,2019,0,95339,-28.913735178655607,-51.558614772227585
Nova Prata,Serra Gaúcha,Santa Cruz,Terreno,Lot. Schneider,242329,0,0.0,0,372,0,0,0.0,0,2,2,6,1992,0,95322,-28.758943876538094,-51.61146267701316
Farroupilha,Serra Gaúcha,Cinquentenário,Casa,—,1574848,3,1.0,287,692,287,0,2.0,0,2,4,5,1977,0,95188,-29.26278895883746,-51.39081665738139
Gramado,Serra Gaúcha,Centro,Condomínio Residencial,—,3720272,3,2.5,159,304,148,11,2.0,0,3,4,9,2012,0,95675,-29.386541465170524,-50.89615885051835
